,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
232,232,232.0,232.0,232.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,12,auprc,0.2090583715382797
233,233,233.0,233.0,233.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,12,brier,0.4464978662711414
234,234,234.0,234.0,234.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,12,auroc,0.6119890736531484
235,235,235.0,235.0,235.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,12,auprc,0.2051440523470659
236,236,236.0,236.0,236.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,12,brier,0.2499680543546245
237,237,237.0,237.0,237.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,12,auroc,0.6158192766279859
238,238,238.0,238.0,238.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,12,auprc,0.1522314712658449
239,239,239.0,239.0,239.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,12,brier,0.2500683686914576
240,240,240.0,240.0,240.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,12,auroc,0.6296805838018901
241,241,241.0,241.0,241.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,12,auprc,0.1592746626934538
242,242,242.0,242.0,242.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,12,brier,0.2498220304715267
243,243,243.0,243.0,243.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,12,auroc,0.689373728914942
244,244,244.0,244.0,244.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,12,auprc,0.2542429111931817
245,245,245.0,245.0,245.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,12,brier,0.2488238545038184
246,246,246.0,246.0,246.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,16,auroc,0.7154922837660008
247,247,247.0,247.0,247.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,16,auprc,0.2458025579505809
248,248,248.0,248.0,248.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,16,brier,0.2533166380451588
