,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
109,109,109.0,109.0,109.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,32,auprc,0.1695082571267046
110,110,110.0,110.0,110.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,32,brier,0.3706410650147179
111,111,111.0,111.0,111.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,32,auroc,0.6319640499644562
112,112,112.0,112.0,112.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,32,auprc,0.2308801832346478
113,113,113.0,113.0,113.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,32,brier,0.309274754867494
114,114,114.0,114.0,114.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,32,auroc,0.6227988219762364
115,115,115.0,115.0,115.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,32,auprc,0.1837877345218833
116,116,116.0,116.0,116.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,32,brier,0.2565717590909012
117,117,117.0,117.0,117.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,32,auroc,0.6179521681730477
118,118,118.0,118.0,118.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,32,auprc,0.2103747911433017
119,119,119.0,119.0,119.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,32,brier,0.2634526812940921
120,120,120.0,120.0,120.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,32,auroc,0.5867446938153752
121,121,121.0,121.0,121.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,32,auprc,0.2133906404160142
122,122,122.0,122.0,122.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,32,brier,0.5076392470686033
123,123,123.0,123.0,123.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,48,auroc,0.6324819742053417
124,124,124.0,124.0,124.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,48,auprc,0.1886236966201627
