,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
146,146.0,146.0,146.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,64,brier,0.3792332443956871
147,147.0,147.0,147.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,64,auroc,0.5311976091157473
148,148.0,148.0,148.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,64,auprc,0.3133533410011443
149,149.0,149.0,149.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,64,brier,0.3494504087423769
150,150.0,150.0,150.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,64,auroc,0.5371275647504605
151,151.0,151.0,151.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,64,auprc,0.3138378380303232
152,152.0,152.0,152.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,64,brier,0.2819617234849597
153,153.0,153.0,153.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,128,auroc,0.5632189614644549
154,154.0,154.0,154.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,128,auprc,0.3355118965165317
155,155.0,155.0,155.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,128,brier,0.2572768506210769
156,156.0,156.0,156.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,128,auroc,0.5368208690200693
157,157.0,157.0,157.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,128,auprc,0.3173905404243177
158,158.0,158.0,158.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,128,brier,0.2633900811300192
159,159.0,159.0,159.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,128,auroc,0.5312927541525174
160,160.0,160.0,160.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,128,auprc,0.3094683399087992
161,161.0,161.0,161.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,128,brier,0.3136973105029349
162,162.0,162.0,162.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,128,auroc,0.5916662703218162
163,163.0,163.0,163.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,128,auprc,0.3665884594383983
164,164.0,164.0,164.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,128,brier,0.2579358513139968
165,165.0,165.0,165.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,128,auroc,0.581331093237436
166,166.0,166.0,166.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,128,auprc,0.3673255773129938
167,167.0,167.0,167.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,128,brier,0.2448234399939498
168,168.0,168.0,168.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,-1,auroc,0.6117793259303155
169,169.0,169.0,169.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,-1,auprc,0.3738010777949604
170,170.0,170.0,170.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,-1,brier,0.2115269170778205
171,171.0,171.0,171.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,1,auroc,0.4949485126309867
172,172.0,172.0,172.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,1,auprc,0.2836505571826428
173,173.0,173.0,173.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,1,brier,0.2499900804594997
174,174.0,174.0,174.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,1,auroc,0.4866493491563411
175,175.0,175.0,175.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,1,auprc,0.2797084010610389
176,176.0,176.0,176.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,1,brier,0.2499979676321641
177,177.0,177.0,177.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,1,auroc,0.5184487652291216
178,178.0,178.0,178.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,1,auprc,0.3018268350888871
179,179.0,179.0,179.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,2,1,brier,0.2500862765593868
180,180.0,180.0,180.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,1,auroc,0.5064880527516222
181,181.0,181.0,181.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,1,auprc,0.2875920444584163
182,182.0,182.0,182.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,3,1,brier,0.2499848642564232
183,183.0,183.0,183.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,1,auroc,0.505957471071965
184,184.0,184.0,184.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,1,auprc,0.2968131729634546
185,185.0,185.0,185.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,4,1,brier,0.2500118436124384
186,186.0,186.0,186.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,2,auroc,0.4835706090676079
187,187.0,187.0,187.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,2,auprc,0.2722940968169823
188,188.0,188.0,188.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,0,2,brier,0.2499775242453549
189,189.0,189.0,189.0,lab_hyponatremia,lab_hyponatremia,count,lr_lbfgs,1,2,auroc,0.4652311966647546
