,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
172,172.0,172.0,172.0,new_celiac,new_celiac,count,lr_lbfgs,0,1,auprc,0.0075487043499944
173,173.0,173.0,173.0,new_celiac,new_celiac,count,lr_lbfgs,0,1,brier,0.6065723100558948
174,174.0,174.0,174.0,new_celiac,new_celiac,count,lr_lbfgs,1,1,auroc,0.3853010536336297
175,175.0,175.0,175.0,new_celiac,new_celiac,count,lr_lbfgs,1,1,auprc,0.00770739117113
176,176.0,176.0,176.0,new_celiac,new_celiac,count,lr_lbfgs,1,1,brier,0.2498893684909883
177,177.0,177.0,177.0,new_celiac,new_celiac,count,lr_lbfgs,2,1,auroc,0.6748447675299106
178,178.0,178.0,178.0,new_celiac,new_celiac,count,lr_lbfgs,2,1,auprc,0.0208659771927658
179,179.0,179.0,179.0,new_celiac,new_celiac,count,lr_lbfgs,2,1,brier,0.2500947272482295
180,180.0,180.0,180.0,new_celiac,new_celiac,count,lr_lbfgs,3,1,auroc,0.7170982886566712
181,181.0,181.0,181.0,new_celiac,new_celiac,count,lr_lbfgs,3,1,auprc,0.0269632917223787
182,182.0,182.0,182.0,new_celiac,new_celiac,count,lr_lbfgs,3,1,brier,0.2500404955796092
183,183.0,183.0,183.0,new_celiac,new_celiac,count,lr_lbfgs,4,1,auroc,0.4497306419160122
184,184.0,184.0,184.0,new_celiac,new_celiac,count,lr_lbfgs,4,1,auprc,0.0128883456086676
185,185.0,185.0,185.0,new_celiac,new_celiac,count,lr_lbfgs,4,1,brier,0.2499905582803411
186,186.0,186.0,186.0,new_celiac,new_celiac,count,lr_lbfgs,0,2,auroc,0.3706540317171848
187,187.0,187.0,187.0,new_celiac,new_celiac,count,lr_lbfgs,0,2,auprc,0.0083556026526462
188,188.0,188.0,188.0,new_celiac,new_celiac,count,lr_lbfgs,0,2,brier,0.2923901510096417
189,189.0,189.0,189.0,new_celiac,new_celiac,count,lr_lbfgs,1,2,auroc,0.3728391856515436
190,190.0,190.0,190.0,new_celiac,new_celiac,count,lr_lbfgs,1,2,auprc,0.0119286356077765
191,191.0,191.0,191.0,new_celiac,new_celiac,count,lr_lbfgs,1,2,brier,0.2499318542889569
192,192.0,192.0,192.0,new_celiac,new_celiac,count,lr_lbfgs,2,2,auroc,0.7199974037775037
193,193.0,193.0,193.0,new_celiac,new_celiac,count,lr_lbfgs,2,2,auprc,0.0308924263152469
194,194.0,194.0,194.0,new_celiac,new_celiac,count,lr_lbfgs,2,2,brier,0.2500544038838984
195,195.0,195.0,195.0,new_celiac,new_celiac,count,lr_lbfgs,3,2,auroc,0.7037710131758291
196,196.0,196.0,196.0,new_celiac,new_celiac,count,lr_lbfgs,3,2,auprc,0.0281934280352859
197,197.0,197.0,197.0,new_celiac,new_celiac,count,lr_lbfgs,3,2,brier,0.2008201206018769
198,198.0,198.0,198.0,new_celiac,new_celiac,count,lr_lbfgs,4,2,auroc,0.3096860734298262
199,199.0,199.0,199.0,new_celiac,new_celiac,count,lr_lbfgs,4,2,auprc,0.006986030644422
200,200.0,200.0,200.0,new_celiac,new_celiac,count,lr_lbfgs,4,2,brier,0.2682574901418184
201,201.0,201.0,201.0,new_celiac,new_celiac,count,lr_lbfgs,0,4,auroc,0.2636680296834772
202,202.0,202.0,202.0,new_celiac,new_celiac,count,lr_lbfgs,0,4,auprc,0.0067588052429965
203,203.0,203.0,203.0,new_celiac,new_celiac,count,lr_lbfgs,0,4,brier,0.5970310963544753
204,204.0,204.0,204.0,new_celiac,new_celiac,count,lr_lbfgs,1,4,auroc,0.3343718223318405
205,205.0,205.0,205.0,new_celiac,new_celiac,count,lr_lbfgs,1,4,auprc,0.0068637715643042
206,206.0,206.0,206.0,new_celiac,new_celiac,count,lr_lbfgs,1,4,brier,0.249910957046551
207,207.0,207.0,207.0,new_celiac,new_celiac,count,lr_lbfgs,2,4,auroc,0.7156920014711928
208,208.0,208.0,208.0,new_celiac,new_celiac,count,lr_lbfgs,2,4,auprc,0.0262644955218994
209,209.0,209.0,209.0,new_celiac,new_celiac,count,lr_lbfgs,2,4,brier,0.2500555606547675
210,210.0,210.0,210.0,new_celiac,new_celiac,count,lr_lbfgs,3,4,auroc,0.72144696133792
211,211.0,211.0,211.0,new_celiac,new_celiac,count,lr_lbfgs,3,4,auprc,0.0267517715580846
212,212.0,212.0,212.0,new_celiac,new_celiac,count,lr_lbfgs,3,4,brier,0.2500577606924286
213,213.0,213.0,213.0,new_celiac,new_celiac,count,lr_lbfgs,4,4,auroc,0.3710001947166872
214,214.0,214.0,214.0,new_celiac,new_celiac,count,lr_lbfgs,4,4,auprc,0.0072674338191325
215,215.0,215.0,215.0,new_celiac,new_celiac,count,lr_lbfgs,4,4,brier,0.2645294177804288
